ID,Район,Улица,Комнаты,Площадь,Этаж,Серия,Цена за м2,Цена,Ссылка
tr_57326173,Вецмилгравис,Рупницас 6,3,82,1/2,Сталинка,512 €,"42,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/beipdf.html
tr_57326127,Иманта,Прогреса 4,2,49,5/5,Лит. пр.,1120 €,"54,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/aiecn.html
tr_57158642,Тейка,Ропажу 14b,3,69,6/10,Нов.,2753 €,"190,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/kphnj.html
tr_57326055,р-н ул.Краста,Зилупес 16,2,50,5/9,467-я,1300 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/krasta-st-area/dcnbk.html
tr_57054708,Югла,Тирзас 3,-,110,1/6,Хрущ.,318 €,"35,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/ixibb.html
tr_57132224,Межциемс,Эйзенштейна 79,3,53,9/9,602-я,1245 €,"66,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/ammkn.html
tr_57182502,Гризинькалнс,Лабораторияс 24,2,45,2/5,Дов. дом,1933 €,"86,990  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/ceelil.html
tr_57068431,центр,Чака 78,1,22,1/2,Нов.,2636 €,"58,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ahpgc.html
tr_57068497,центр,Чака 78,2,46,1/4,Нов.,2700 €,"124,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/abhmm.html
tr_56728281,центр,Барона 60,3,73,2/3,Дов. дом,2397 €,"175,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dbcce.html
tr_57325688,Иманта,Даммес 8,3,63,1/9,602-я,1428 €,"90,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/alccp.html
tr_57020343,Пурвциемс,Стирну 13d,2,47,4/5,Лит. пр.,1034 €,"48,620  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/docmm.html
tr_57290943,Иманта,Курземес пр. 50,2,50,5/5,Лит. пр.,1150 €,"57,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/fkenk.html
tr_57134746,центр,Чака 133A,1,34,4/6,Дов. дом,1213 €,"41,260  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dcjcc.html
tr_57244703,Дарзциемс,Ситас 50,1,42,1/5,М. сем.,880 €,"37,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/agebi.html
tr_56927007,Шампетерис-Плескодале,Лиелирбес 9a,2,42,4/4,Рекон.,2547 €,"107,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/cxdfi.html
tr_56933709,Агенскалнс,Лиелирбес 9a,2,42,4/4,Рекон.,2547 €,"107,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/idcxe.html
tr_57133499,центр,Чака 133,1,34,4/6,Дов. дом,1213 €,"41,260  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/becnfo.html
tr_57309330,центр,Таллинас 1,2,62,2/6,Нов.,2295 €,"142,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agkko.html
tr_57320202,Вецмилгравис,Вецмилгравья 9 k2,3,45,3/4,Хрущ.,1044 €,"47,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/bekihd.html
tr_57325189,р-он ул. Латгалес,Католю 9,2,41,2/5,Рекон.,1580 €,"64,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/bcogxl.html
tr_57325374,Ильгюциемс,Лилияс 8,2,49,4/5,Лит. пр.,1040 €,"51,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/gkkme.html
tr_57282827,Ильгюциемс,Лилияс 14,1,21,2/2,Дов. дом,619 €,"13,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/hcfdl.html
tr_57325223,Югла,Малиенас 78,2,47,1/5,Лит. пр.,1276 €,"59,990  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/nlkcg.html
tr_57236861,р-он ул. Латгалес,Лудзас 55,1,26,3/4,Дов. дом,1153 €,"30,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/gcmgc.html
tr_56471669,Яунмилгравис,Эзера 29,1,25,2/2,Дов. дом,360 €,"9,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/jaunmilgravis/ciebi.html
tr_56953101,Болдерая,Межрозишу 17,1,23,2/2,Дов. дом,300 €,"6,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/bgxgfc.html
tr_56703175,Саркандаугава,Алекша 4,2,34,2/2,Дов. дом,379 €,"12,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/bckjxd.html
tr_57036193,Агенскалнс,Баускас 149,2,60,3/3,Дов. дом,691 €,"41,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bbnnkf.html
tr_56743099,Агенскалнс,Лиелирбес 9A,3,47,4/4,Нов.,2606 €,"122,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/blbhpk.html
tr_56667695,Агенскалнс,Лиелирбес 9A,3,47,2/4,Рекон.,2542 €,"119,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bxljpl.html
tr_57154780,Межциемс,Эйзенштейна 61,1,32,2/9,602-я,1000 €,"32,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/ddcdp.html
tr_56384941,центр,Бирзниека-Упиша 20A,2,35,4/7,Нов.,3685 €,"129,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bdpgel.html
tr_56224210,центр,Бирзниека-Упиша 20a,1,29,4/7,Нов.,3758 €,"109,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/abidb.html
tr_56251271,центр,Бирзниека-Упиша 20A,1,26,4/7,Нов.,4192 €,"109,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bdpfid.html
tr_56384928,центр,Бирзниека-Упиша 20A,1,25,4/7,Нов.,3960 €,"99,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acemf.html
tr_57319816,Плявниеки,Деглава 108/6,3,80,3/9,119-я,1437 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/eophk.html
tr_56551850,центр,Валдемара 72,3,46,1/3,Рекон.,2484 €,"114,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acdgf.html
tr_57325161,Межциемс,Бикерниеку 218,2,51,2/5,103-я,735 €,"37,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/admpo.html
tr_57325139,Пурвциемс,Стирну 37,2,48,5/9,602-я,1000 €,"48,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/fpopk.html
tr_55544006,центр,Блауманя 36,6,180,3/5,Дов. дом,2401 €,"432,180  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adxnk.html
tr_57324357,Трисциемс,Яунциема Г. 261,3,66,1/2,Ч. дом,1436 €,"94,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/trisciems/binee.html
tr_55436219,центр,Клуса 21,1,20,1/4,Дов. дом,1400 €,"28,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aflck.html
tr_57007192,Плявниеки,Салнас 34,1,34,9/9,602-я,1173 €,"39,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/dbdok.html
tr_57325055,Вецмилгравис,Каву 10,3,68,5/5,Лит. пр.,805 €,"54,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/dnedx.html
tr_57325039,Саркандаугава,Твайка 54,2,43,5/5,Хрущ.,1116 €,"48,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/bcdgop.html
tr_56676817,центр,Ганибу Д. 15,3,84,3/6,Дов. дом,1726 €,"145,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dimdc.html
tr_56916504,центр,Алберта 1,5,209,6/6,Рекон.,3995 €,"835,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adkkp.html
tr_56842265,центр,Бирзниека-Упиша 13,3,80,5/7,Нов.,3687 €,"295,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ambeh.html
tr_57307263,р-он ул. Латгалес,Виляну 9,2,42,5/5,Хрущ.,976 €,"41,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/bhdkl.html
tr_55882642,Вецрига,Кунгу 25,2,75,2/6,Нов.,2933 €,"220,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/bcieij.html
tr_57319916,Агенскалнс,Алисес 8,2,44,5/5,Лит. пр.,1295 €,"57,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/blcfg.html
tr_57255255,Саркандаугава,Ганибу Д. 31b,2,40,4/5,Рекон.,1597 €,"63,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/eejgl.html
tr_56833985,р-н ул.Краста,Ритупес 16A,1,21,2/2,Дов. дом,642 €,"13,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/krasta-st-area/lpfpl.html
tr_57324909,Агенскалнс,Елгава 88a,3,58,1/2,Рекон.,1840 €,"106,733  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bciohm.html
tr_57098468,центр,Дзирнаву 157,4,106,1/3,Дов. дом,1254 €,"133,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adfli.html
tr_57241396,Гризинькалнс,Звайгжню 15,1,25,1/2,Дов. дом,1360 €,"34,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/cdhbbe.html
tr_57074404,р-н ул.Краста,Салацас 19,2,50,8/9,467-я,1179 €,"58,990€",https://www.ss.lv/msg/ru/real-estate/flats/riga/krasta-st-area/ainph.html
tr_57300906,Пурвциемс,Илукстес 107K3,3,58,9/9,467-я,1439 €,"83,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/oobic.html
tr_55067634,Торнякалнс,Елгава 14,1,14,5/6,Нов.,3550 €,"49,700  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/bilmf.html
tr_55066779,Торнякалнс,Елгава 14,1,22,1/6,Нов.,3446 €,"75,820  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/behnkc.html
tr_55067034,Торнякалнс,Елгава 14,1,23,1/6,Нов.,3340 €,"76,840  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/bimbn.html
tr_55066859,Торнякалнс,Елгава 14,1,16,1/6,Нов.,3400 €,"54,400  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/cncgj.html
tr_56895656,Иманта,Анниньмуйжас 38,2,64,2/17,Нов.,1734 €,"111,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/ahjlm.html
tr_56643592,центр,Шарлотес 7,4,94,5/7,Нов.,3085 €,"289,990  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/eghol.html
tr_55852787,Югла,Бривибас 386,3,68,9/14,Нов.,2485 €,"169,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/ajgno.html
tr_57203630,центр,Блауманя 25,2,47,3/5,Дов. дом,2872 €,"135,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cddjd.html
tr_56512390,Плявниеки,Дравниеку 3 K-3,2,42,1/10,Нов.,2311 €,"97,065  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/ejenx.html
tr_54907555,Плявниеки,Дравниеку 3,3,68,8/10,Нов.,2132 €,"145,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/bebjdj.html
tr_54881505,Плявниеки,Дравниеку 3 K-3,3,71,9/10,Нов.,2248 €,"159,661  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/becehg.html
tr_57241727,Вецмилгравис,Эммас 6,2,46,3/3,Сталинка,1108 €,"51,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/ahofx.html
tr_56869115,центр,Стрелниеку 5,4,118,2/6,Нов.,5296 €,"625,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aekbo.html
tr_56630330,центр,Гертрудес 113,3,72,6/6,Дов. дом,1875 €,"135,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcilep.html
tr_57241082,центр,Матиса 35,2,77,6/7,Рекон.,2584 €,"199,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/abjoj.html
tr_56103574,центр,Валдемара 39,5,157,4/7,Дов. дом,1585 €,"249,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/chnnj.html
tr_57324526,Пурвциемс,Мадонас 10a,2,64,2/3,Нов.,1575 €,"100,800€",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/ehdpx.html
tr_57152583,центр,Сколас 17,3,169,7/7,Нов.,3834 €,"648,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acdmi.html
tr_56853788,центр,Валдемара 39,5,108,2/6,Рекон.,3148 €,"340,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/chldb.html
tr_57324489,Пурвциемс,Унияс 72,2,37,1/5,Лит. пр.,1318 €,"48,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/hcmje.html
tr_57108301,Плявниеки,Илукстес 18,2,51,6/9,602-я,1366 €,"69,700  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/fljmj.html
tr_56868234,Тейка,Берзпилс 59,4,75,1/2,Сталинка,1720 €,"129,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bdfok.html
tr_57286659,Саркандаугава,Загеру 6,1,33,1/3,Дов. дом,957 €,"31,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/adgck.html
tr_54466629,Болдерая,Лемешу 13,3,66,1/5,Лит. пр.,643 €,"42,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/dlffm.html
tr_56842450,Торнякалнс,Апшу 4,2,50,1/3,Рекон.,2598 €,"129,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/hnhfm.html
tr_56656290,Плявниеки,Плявниеку 9,1,54,4/9,Нов.,1888 €,"102,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/hbgof.html
tr_56126650,Шампетерис-Плескодале,Апузес 28,5,158,1/1,Нов.,1360 €,"215,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/bbhnn.html
tr_57321919,Зиепниеккалнс,Озолциема 56 k-2,1,36,7/9,602-я,1161 €,"41,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/cxddf.html
tr_55216060,Кливерсала,Валгума 25,4,105,2/4,Сталинка,2009 €,"211,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kliversala/cfpoe.html
tr_57149833,центр,Стабу 6,4,72,5/6,Дов. дом,2302 €,"165,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cccdh.html
tr_56532202,центр,Валдемара 72,2,46,1/3,Рекон.,2484 €,"114,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aaing.html
tr_57035496,Межапарк,Эзермалас 18b,4,203,2/3,Спец. пр.,2561 €,"520,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/aachm.html
tr_56235924,центр,Сколас 17,4,89,3/7,Нов.,3815 €,"339,538  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjldf.html
tr_57241050,Югла,Саламандрас 3,1,42,5/8,Спец. пр.,952 €,"40,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/ehjkn.html
tr_57324019,Тейка,Бривибас 205,2,42,2/5,Рекон.,2023 €,"85,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/djijh.html
tr_57323996,Вецмилгравис,Балтасбазницас 23,2,32,4/4,Хрущ.,746 €,"23,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/cihnc.html
tr_56200897,центр,Миленбаха 1,3,72,3/6,Рекон.,2500 €,"180,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ahxei.html
tr_57321943,Ильгюциемс,Саулгожу 27,1,44,4/10,119-я,1022 €,"45,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/fnohl.html
tr_56711799,центр,Томсона 39 k-1,3,203,7/9,Нов.,1798 €,"365,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bfdkoj.html
tr_57022590,центр,Заля 5,3,60,4/5,Дов. дом,2416 €,"145,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acmmj.html
tr_57223761,Агенскалнс,Х. Целминя 2,2,53,1/5,Хрущ.,1547 €,"82,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bxmgk.html
tr_57135106,Вецмилгравис,Ледус 2,2,52,2/9,602-я,1250 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/diled.html
tr_56948315,Агенскалнс,Валгума 25,4,105,2/4,Дов. дом,2000 €,"210,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/dbohe.html
tr_57209001,Пурвциемс,Иерикю 39,3,59,5/5,Лит. пр.,813 €,"48,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/enlgh.html
tr_57097969,Ильгюциемс,Буллю 33k-3,3,106,1/7,Нов.,1442 €,"152,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/gxemx.html
tr_57240872,Тейка,Бривибас 236,2,60,2/5,Сталинка,1366 €,"82,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/ennxx.html
tr_56782644,Болдерая,Лиелупес 64,2,48,5/5,Лит. пр.,770 €,"37,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/bbcpke.html
tr_57232594,Зиепниеккалнс,Валдекю 63,4,94,2/10,119-я,1010 €,"95,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/beelb.html
tr_57169543,Иманта,Юрмалас Г. 101,1,32,3/9,602-я,1250 €,"40,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/expch.html
tr_56698124,Агенскалнс,Кристапа 8b,1,18,1/4,Дов. дом,1322 €,"23,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bcepib.html
tr_56707697,центр,Матиса 84,2,47,1/2,Дов. дом,610 €,"28,700  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bclenk.html
tr_56767894,Агенскалнс,М. Нометню 75,3,63,3/4,Дов. дом,1666 €,"105,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bcikbl.html
tr_57323639,Тейка,Бикерниеку 35a,3,60,5/5,Спец. пр.,1300 €,"78,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/aeejh.html
tr_57323590,Кенгарагс,Прушу 17,2,40,1/4,Хрущ.,1187 €,"47,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/fllhi.html
tr_56950699,Пурвциемс,Ницгалес 32,3,91,5/5,Нов.,2054 €,"187,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/gdmxm.html
tr_57003326,центр,Матиса 85,3,90,5/5,Рекон.,1466 €,"132,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ghnko.html
tr_56535318,центр,Бривибас 72,4,109,5/5,Дов. дом,1100 €,"120,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bexxpk.html
tr_56439853,Зиепниеккалнс,Ислицес 14,5,126,13/13,Спец. пр.,404 €,"51,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/fmpxb.html
tr_57321393,Межциемс,Целму 5,2,38,3/5,Рекон.,1144 €,"43,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/dpixx.html
tr_57323460,Саркандаугава,Хапсалас 4,1,32,9/9,602-я,1468 €,"47,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/oclbo.html
tr_57323457,Иманта,Курземес пр. 56,2,38,2/5,Лит. пр.,1184 €,"45,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/codmn.html
tr_56821755,Шампетерис-Плескодале,Залвес 47,3,92,2/5,Нов.,2010 €,"185,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/alpxo.html
tr_55529648,Вецмилгравис,Вецмилгравья 6,3,59,5/5,Хрущ.,932 €,"55,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/gfndf.html
tr_55837327,Пурвциемс,Пуцес 45,3,95,1/8,Нов.,1757 €,"167,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/hhinm.html
tr_57079323,Пурвциемс,Пуцес 47,2,56,5/7,Нов.,2053 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/achdh.html
tr_57153329,Чиекуркалнс,Тераудлиетувес 16,1,22,2/2,Дов. дом,1454 €,"32,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/chiekurkalns/einex.html
tr_57323324,Плявниеки,Плявниеку 9,2,50,5/10,Нов.,2180 €,"109,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/gjoll.html
tr_56098516,Золитуде,Грамздас 82,2,79,4/4,Нов.,1708 €,"135,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/ejnoi.html
tr_57100362,центр,Аусекля 7,3,90,4/5,Рекон.,3555 €,"320,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ciddp.html
tr_57320690,Кенгарагс,Крустпилс 60,2,42,2/3,Хрущ.,833 €,"35,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/ggljd.html
tr_57234492,Межциемс,Кайвас 48b,3,60,4/6,Нов.,2595 €,"155,700  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/hpigg.html
tr_57234497,Межциемс,Кайвас 48b,4,85,4/6,Нов.,2580 €,"219,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/enopl.html
tr_57234507,Биерини,Лиепаяс 37c,4,84,2/4,Нов.,2676 €,"224,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bierini/befxco.html
tr_56333428,Плявниеки,Рембатес 8,3,77,2/10,Нов.,1870 €,"144,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/hxjpo.html
tr_55136268,центр,Катринас Д. 24,2,49,2/3,Сталинка,704 €,"34,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bfckok.html
tr_57322426,Пурвциемс,Дудаева Г. 9A,3,85,4/6,Нов.,1847 €,"157,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/aonkg.html
tr_57322391,Пурвциемс,Дудаева Г. 9A,3,81,6/6,Нов.,1802 €,"146,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bdpljc.html
tr_56574319,центр,Лачплеша 61,6,164,5/5,Дов. дом,1654 €,"271,410  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ddbdd.html
tr_57074230,Кенгарагс,Саласпилс 18/6,3,60,2/5,Лит. пр.,858 €,"51,500€",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/gljdf.html
tr_57245872,Межапарк,Виестура пр. 33,2,47,5/9,Спец. пр.,1223 €,"57,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/nnehm.html
tr_57277373,Агенскалнс,Ранькя Д. 34,3,99,11/22,Нов.,3202 €,"317,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/ajpll.html
tr_57302334,центр,Аусекля 4,3,80,4/7,Нов.,3062 €,"245,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/biepx.html
tr_57315421,Саркандаугава,Тилта 5,2,57,2/4,Дов. дом,1666 €,"95,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/dblbe.html
tr_57239306,Агенскалнс,М. Нометню 57,2,48,3/3,Дов. дом,1352 €,"64,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/dgoil.html
tr_57323102,Вецмилгравис,Домбровска 11,2,27,3/3,Сталинка,774 €,"20,900€",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/adkbp.html
tr_57323072,Брекши,Бикерниеку 218,2,51,2/5,103-я,735 €,"37,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/breksi/cenebp.html
tr_56950156,Кенгарагс,Вишкю 7,2,46,3/5,Лит. пр.,1173 €,"54,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/fpenx.html
tr_57275699,Зиепниеккалнс,Ливциема 49,2,51,7/9,602-я,1019 €,"52,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/eofmj.html
tr_57322823,Зиепниеккалнс,Ливциема 49,2,51,7/9,602-я,1019 €,"52,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/bogim.html
tr_57167177,Ильгюциемс,Риексту 11,1,40,1/4,Нов.,1725 €,"69,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/pxfdk.html
tr_56954471,центр,Валмиерас 28,3,90,3/5,Рекон.,1944 €,"175,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/femgj.html
tr_57004330,центр,Пулкв. Бриежа 9k. 1,2,58,5/7,Нов.,2327 €,"135,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aennj.html
tr_55998301,Шампетерис-Плескодале,Залвес 47,3,132,4/5,Нов.,2272 €,"300,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/aellj.html
tr_56326801,Иманта,Анниньмуйжас 38 k. 1,2,59,12/18,Нов.,1864 €,"110,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/gciem.html
tr_57322767,Пурвциемс,Лиелвардес 107,2,59,5/12,104-я,1133 €,"66,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/ejgjc.html
tr_57322748,Саркандаугава,Аллажу 4,2,60,4/5,Рекон.,1300 €,"78,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/agmcg.html
tr_57317787,Пурвциемс,Лиелвардес 115,3,75,2/12,104-я,1093 €,"82,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/gedxp.html
tr_57049567,центр,Гертрудес 135,1,26,1/5,Дов. дом,961 €,"25,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cljcf.html
tr_57322640,Плявниеки,Улброкас 12,2,75,2/9,Нов.,1680 €,"126,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/adhhf.html
tr_57320210,центр,Бирзниека-Упиша 27,4,338,5/6,Рекон.,556 €,"188,100  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agcfg.html
