ID,Район,Улица,Комнаты,Площадь,Этаж,Серия,Цена за м2,Цена,Ссылка
tr_57180950,центр,Чака 133,2,46,5/6,Дов. дом,1708 €,"78,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ahllp.html
tr_57099058,центр,Чака 133,1,35,5/6,Дов. дом,1202 €,"42,100  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bebdnp.html
tr_57277072,центр,Блауманя 9a,2,50,6/6,Рекон.,3000 €,"150,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gnhcb.html
tr_57085058,центр,Латгалес 109,2,43,4/5,Рекон.,1497 €,"64,375  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dcngi.html
tr_57053063,центр,Госпиталю 23,3,131,5/7,Нов.,2137 €,"280,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcpbhi.html
tr_57023738,центр,Весетас 24,2,40,6/10,Нов.,3875 €,"155,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adxbh.html
tr_57295369,Золитуде,Аугшземес 5,2,57,1/4,Нов.,1859 €,"106,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/abhcn.html
tr_57158618,Тейка,Ропажу 14b,3,68,4/10,Нов.,2779 €,"189,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bmicp.html
tr_57295231,Иманта,Зентенес 28,2,48,5/5,Лит. пр.,1166 €,"56,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/ffnlc.html
tr_57295197,Плявниеки,Илукстес 32,1,37,1/9,119-я,1132 €,"41,900€",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/cobhe.html
tr_53221057,центр,Стабу 87A,2,44,4/5,Рекон.,2613 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cdeji.html
tr_57133035,центр,Ганибу Д. 11,4,89,5/6,Нов.,3426 €,"305,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fdnjh.html
tr_57290523,центр,Матиса 101,2,39,1/5,Рекон.,2102 €,"82,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/djhdf.html
tr_57240169,центр,Базницас 18a,2,70,4/7,Нов.,4714 €,"330,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gelep.html
tr_55577761,Золитуде,Грамздас 17,1,48,7/9,119-я,1250 €,"60,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/ahfbp.html
tr_57294700,Вецмилгравис,Балтасбазницас 23,2,32,4/4,Хрущ.,750 €,"24,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/bxmcng.html
tr_56895730,Агенскалнс,Капселю 5,2,56,2/2,Дов. дом,750 €,"42,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bkjmoe.html
tr_56379017,центр,Калниня 6,3,79,3/5,Рекон.,2645 €,"209,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bjhxg.html
tr_56121460,центр,Томсона 11,3,88,1/5,Сталинка,1600 €,"140,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/diejg.html
tr_56594204,центр,Тербатас 6,4,100,2/5,Дов. дом,1865 €,"186,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ajcde.html
tr_57187369,Пурвциемс,Дзелзавас 104,3,57,6/8,Нов.,2449 €,"139,600€",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/ekefk.html
tr_57294342,Вецрига,Калею 57,3,139,5/5,Рекон.,3884 €,"540,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/aappm.html
tr_57034518,Дрейлини,Каивас 48a,4,95,2/6,Нов.,2144 €,"203,700€",https://www.ss.lv/msg/ru/real-estate/flats/riga/dreilini/amxxp.html
tr_56496799,Шампетерис-Плескодале,Лиелирбес 11,2,68,4/27,Нов.,1875 €,"127,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/bcixof.html
tr_57042494,Межциемс,Кайвас 48a,3,60,4/6,Нов.,2616 €,"157,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/ahdjx.html
tr_57021752,Межциемс,Кайвас 48a,2,44,4/6,Нов.,2711 €,"119,300€",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/hhhkx.html
tr_56944298,Дарзциемс,Стопиню 14,3,91,5/5,Нов.,2054 €,"187,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/bccol.html
tr_56930327,Тейка,Баяру 14,3,72,5/5,Нов.,2708 €,"195,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/begblj.html
tr_55383348,Югла,Бривибас 338,3,84,7/7,Нов.,1803 €,"151,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/cndog.html
tr_56732316,центр,Акас 4,3,93,6/7,Нов.,4177 €,"388,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cixkh.html
tr_57217847,Саркандаугава,Тилта 11 k-3,2,41,3/5,Хрущ.,1195 €,"49,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/ammem.html
tr_57290198,р-он ул. Латгалес,Латгалес 173,1,27,2/2,Дов. дом,666 €,"18,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/gdixn.html
tr_56996787,центр,Тербатас 38,3,82,4/7,Рекон.,2536 €,"208,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/apbfg.html
tr_56853291,Иманта,Имантас 6a,3,54,1/5,Лит. пр.,870 €,"47,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/eoglx.html
tr_57272164,Дарзциемс,Дарзциема 131,3,66,1/5,103-я,848 €,"56,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/edxec.html
tr_56823054,Болдерая,Силикату 14,1,29,2/3,Хрущ.,868 €,"25,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/cdbjll.html
tr_56690083,центр,Бривибас 64,3,87,5/5,Рекон.,1379 €,"120,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hxinf.html
tr_57032798,Кенгарагс,Латгалес 279/3,2,46,4/5,Лит. пр.,1082 €,"49,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/agpfo.html
tr_55461521,центр,Стабу 45,2,42,1/5,Дов. дом,1428 €,"60,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cpbne.html
tr_57293743,Саркандаугава,Аллажу 1,2,40,3/5,Хрущ.,1100 €,"44,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/cmodg.html
tr_57291019,центр,Стабу 15,-,218,8/8,Сталинка,844 €,"184,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcijnh.html
tr_57174140,центр,Матиса 85,2,50,1/5,Рекон.,1898 €,"94,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ecoop.html
tr_57288626,Пурвциемс,Вайдавас 15 k-1,3,89,3/6,Нов.,1960 €,"174,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/ahxpo.html
tr_57291050,Тейка,Бикерниеку 16A,3,67,4/5,Нов.,2686 €,"180,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/kgimn.html
tr_57293290,центр,Валмиерас 32,1,20,2/2,Дов. дом,800 €,"16,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aecok.html
tr_57093746,Саркандаугава,Виестура пр. 47,3,64,9/9,Спец. пр.,1093 €,"70,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/glcmh.html
tr_57293448,Иманта,Клеисту 21,3,66,8/9,602-я,1363 €,"90,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/fbkce.html
tr_57293072,Иманта,Юрмалас Г. 91 k1,3,59,1/5,Лит. пр.,1305 €,"77,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/bdchf.html
tr_57293359,Саркандаугава,Саркандаугавас 26,1,30,1/5,Хрущ.,1306 €,"39,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/fkkfk.html
tr_57231327,центр,Виландес 8,4,145,5/5,Рекон.,2089 €,"303,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gxjng.html
tr_57293282,центр,Гертрудес 5a,5,162,4/5,Дов. дом,1358 €,"220,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/afgjn.html
tr_57293288,центр,Мурниеку 12A,3,78,1/2,Нов.,2987 €,"233,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcolph.html
tr_57231235,центр,Рупниецибас 50,4,138,7/7,Нов.,2891 €,"399,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ecbxm.html
tr_57290298,Пурвциемс,Илукстес 103/3,2,49,7/9,467-я,1734 €,"85,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/akopo.html
tr_57285225,Агенскалнс,Тукума 3,1,24,1/3,Дов. дом,1400 €,"33,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/ajbbh.html
tr_57293025,Кенгарагс,Икшкилес 3,2,34,3/5,Лит. пр.,1911 €,"65,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/dbfej.html
tr_57292997,Зиепниеккалнс,Ливциема 10,2,55,2/5,Спец. пр.,1269 €,"69,800€",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/hfpho.html
tr_57285020,центр,Чака 138B,4,74,2/2,Дов. дом,1283 €,"95,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bfbxh.html
tr_57292647,центр,Г. Клуча 10,2,49,2/9,Нов.,3353 €,"164,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/becooi.html
tr_57292134,центр,Г. Клуча 10,3,75,7/9,Нов.,3858 €,"289,400  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bemhgp.html
tr_57291912,центр,Г. Клуча 10,3,71,2/9,Нов.,3650 €,"259,200€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjbeo.html
tr_57291979,центр,Г. Клуча 10,4,90,8/9,Нов.,3943 €,"354,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bclfkb.html
tr_57292612,центр,Ханзас 3b,4,116,2/7,Нов.,3225 €,"374,170  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gcjnl.html
tr_55617663,Мангали,Эзера 13A,1,25,2/2,Дов. дом,440 €,"11,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mangali/edixo.html
tr_57292564,Иманта,Анниньмуйжас 54,2,49,9/9,602-я,1224 €,"60,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/bbmddj.html
tr_57292339,центр,Нитаурес 3,2,58,3/7,Нов.,2344 €,"136,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcliei.html
tr_54556926,Дарзциемс,Румбулас 14,4,86,5/5,Нов.,2401 €,"206,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/ibbfc.html
tr_54557162,Дарзциемс,Румбулас 14,2,45,5/5,Нов.,2472 €,"111,250  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/befgnf.html
tr_54557045,Дарзциемс,Румбулас 14,3,68,5/5,Нов.,2308 €,"157,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/ifbhm.html
tr_56863554,центр,Валдемара 129,3,80,5/5,Сталинка,1500 €,"120,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aefkc.html
tr_57292306,Торнякалнс,Биешу 9,3,67,2/5,Нов.,2686 €,"180,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/fhdbm.html
tr_56969805,Шампетерис-Плескодале,Лиелирбес 13,3,93,7/30,Нов.,1774 €,"165,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/agldn.html
tr_55409341,центр,Таллинас 86,2,57,6/6,Рекон.,2263 €,"129,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bexkdh.html
tr_55425261,центр,Таллинас 86,3,85,6/6,Рекон.,2011 €,"171,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bekmjb.html
tr_55425021,центр,Таллинас 86,2,70,6/6,Рекон.,2085 €,"146,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/afkhp.html
tr_56855292,центр,Стабу 100,3,117,7/7,Нов.,3247 €,"380,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/alxik.html
tr_56286741,Зиепниеккалнс,Стерсту 13,3,49,3/3,Нов.,2836 €,"139,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/hfecl.html
tr_57245774,Межциемс,Целму 5,2,50,5/5,Лит. пр.,1222 €,"61,100  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/afilj.html
tr_57292200,центр,Аспазияс бульв. 30,4,98,2/5,Дов. дом,2846 €,"279,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/befgkl.html
tr_56630627,Гризинькалнс,Таллинас 96,2,60,2/3,Рекон.,1250 €,"75,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/ccpigf.html
tr_57291727,центр,Вежу 14,3,190,6/6,Нов.,2000 €,"380,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hxhhx.html
tr_57118240,Даугавгрива,Лепью 5,3,56,5/5,Хрущ.,839 €,"46,990  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/daugavgriva/efekk.html
tr_56598298,центр,Чака 67/69,3,71,2/6,Рекон.,2985 €,"212,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ainix.html
tr_57291635,Пурвциемс,Пурвциема 50,1,40,3/5,М. сем.,1462 €,"58,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bbnll.html
tr_56969225,Плявниеки,Ю. Вациеша 3,3,64,1/9,602-я,1179 €,"75,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/ahjol.html
tr_56417603,Зиепниеккалнс,Стерсту 15c,3,50,2/3,Нов.,2600 €,"130,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/bxcblh.html
tr_56417871,Зиепниеккалнс,Стерсту 15C,3,50,3/3,Нов.,2600 €,"130,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/bcjkeg.html
tr_57034548,Югла,Бривибас 466,4,184,4/4,Нов.,1875 €,"345,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/aggmf.html
tr_57291532,Вецмилгравис,Каву 5,3,60,1/2,Сталинка,1000 €,"60,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/lncpb.html
tr_57291535,центр,Садовникова 39,2,40,2/7,Рекон.,2303 €,"92,120  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aehch.html
tr_57149040,центр,Стругу 3,4,132,3/4,Дов. дом,962 €,"127,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cxgmk.html
tr_56422372,центр,Марияс 8a,4,109,5/5,Дов. дом,1733 €,"189,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bednfn.html
tr_57291335,Зиепниеккалнс,Баускас 55,2,43,4/4,Хрущ.,1604 €,"69,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ziepniekkalns/ecdgg.html
tr_57290350,р-он ул. Латгалес,Даугавпилс 43,2,55,1/3,Дов. дом,1181 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/coglo.html
tr_57290828,Иманта,М. Кандавас 1,5,120,1/2,Дов. дом,1666 €,"200,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/aokoi.html
tr_57289553,Пурвциемс,Упеню 21,2,49,1/8,Нов.,2551 €,"125,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/fpkgd.html
tr_57274824,Агенскалнс,Ранькя Д. 34,3,96,13/21,Нов.,2656 €,"255,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/adonb.html
tr_57205760,центр,Бривибас 99,6,131,2/6,Дов. дом,1412 €,"185,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/djbel.html
tr_57291126,Тейка,Бривибас 229,2,39,3/5,Хрущ.,1589 €,"62,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bdjnfi.html
tr_54170825,центр,Лачплеша 36,3,86,4/6,Рекон.,1553 €,"133,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ejfko.html
tr_57251801,Агенскалнс,Вентспилс 65A,2,37,1/3,Рекон.,1608 €,"59,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/hpioi.html
tr_57157033,Плявниеки,Салнас 21,3,88,1/9,Нов.,2159 €,"190,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/agmmk.html
tr_57282995,Болдерая,Стагару 4,1,37,5/5,Спец. пр.,735 €,"27,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/foiof.html
tr_57133380,Пурвциемс,Иерикю 50,2,55,3/3,Сталинка,1454 €,"80,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bbnikd.html
tr_57291018,Дарзциемс,Славу 23a,2,50,4/9,602-я,1220 €,"61,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/bexbid.html
tr_56986845,центр,Миера 32a,1,26,2/2,Дов. дом,2230 €,"58,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gglnm.html
tr_56590332,центр,Авоту 66a,2,35,1/5,Рекон.,1914 €,"67,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bekjlc.html
tr_57285929,Болдерая,Лиелупес 1k-2,3,59,1/2,Спец. пр.,838 €,"49,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/elxxk.html
tr_57290903,центр,Лачплеша 62,3,136,3/5,Дов. дом,1764 €,"240,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/djjki.html
tr_56965734,центр,Артилерияс 11,3,50,2/3,Рекон.,2300 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/chgee.html
tr_57290849,центр,Сколас 17,2,51,2/7,Нов.,3672 €,"187,281  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcmeom.html
tr_56954819,центр,Калпака бульв. 7,3,106,2/6,Рекон.,3962 €,"420,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bhibg.html
tr_55272283,Тейка,Апес 10,3,68,2/3,Дов. дом,1897 €,"129,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bdjxdp.html
tr_57290685,центр,Сколас 17,3,61,2/7,Нов.,3274 €,"199,750  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/hboxm.html
tr_57290670,Иманта,Курземес пр. 126,2,49,5/9,602-я,1204 €,"59,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/denkl.html
tr_57290152,центр,Гану 6,3,100,2/7,Дов. дом,3200 €,"320,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/afpop.html
tr_56560976,Болдерая,Лиелупес 68,3,54,4/5,Лит. пр.,722 €,"39,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bolderaya/fpnxd.html
tr_56888951,Иманта,Слокас 103,1,21,2/2,Спец. пр.,1333 €,"28,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/aimgx.html
tr_57100399,Мангали,Остас пр. 4,2,47,4/5,Хрущ.,893 €,"42,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mangali/dffon.html
tr_56114035,Кенгарагс,Прушу 21k2,1,18,2/4,М. сем.,1388 €,"25,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/agbmo.html
tr_57284767,центр,Меркеля 2,2,47,2/5,Рекон.,3600 €,"169,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ejged.html
tr_57289494,Межапарк,Виестура пр. 31,3,65,6/9,104-я,1184 €,"77,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/gpege.html
tr_57290533,Дарзциемс,Скудру 39,2,55,3/5,103-я,1036 €,"57,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/bexpfb.html
tr_56194164,центр,Алаукста 16,1,33,5/5,103-я,1212 €,"40,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/beklll.html
tr_57231634,Тейка,Раунас 26,3,57,1/3,Дов. дом,864 €,"49,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/ahxih.html
tr_56589988,Агенскалнс,Сабилес 13,3,72,1/3,Нов.,2958 €,"213,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bcikcg.html
tr_54416910,центр,Стрелниеку 8,4,163,7/7,Нов.,3779 €,"616,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/afceh.html
tr_57290428,р-он ул. Латгалес,Калупес 14,2,45,1/3,Дов. дом,1400 €,"63,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/aknpn.html
tr_57071505,Вецрига,Вагнера 20,4,101,2/3,Рекон.,3087 €,"311,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/depxg.html
tr_56336972,Тейка,Ваверес 4,4,168,3/3,Нов.,1428 €,"240,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/feole.html
tr_57290065,Пурвциемс,Стирну 13b,2,39,4/5,Лит. пр.,1589 €,"62,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/gfcmn.html
tr_57289991,Тейка,Вайрога 32,3,65,3/3,Нов.,2892 €,"188,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/dikng.html
tr_57289928,Кенгарагс,Локомотивес 44,2,49,1/5,Лит. пр.,1448 €,"71,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/abhjl.html
tr_57110249,Саркандаугава,Виестура пр. 33,2,46,5/9,Спец. пр.,1280 €,"58,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/acfix.html
tr_57289771,центр,Бруниниеку 41,3,84,3/5,Дов. дом,1900 €,"159,657  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dpfko.html
tr_57289711,центр,Бруниниеку 41,2,30,2/5,Дов. дом,1968 €,"59,065  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/blnnc.html
tr_57003887,центр,Миера 94,2,48,2/6,Дов. дом,2750 €,"132,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcomkb.html
tr_56906744,центр,Стабу 33,2,47,1/2,Дов. дом,1468 €,"69,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcmebg.html
tr_56859920,Ильгюциемс,Стурес 2,1,18,5/5,М. сем.,277 €,"5,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/bppip.html
tr_56721572,Дзегужкалнс,Пурва 16,4,71,1/2,Дов. дом,1338 €,"95,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/dzeguzhkalns/bjbod.html
tr_56999173,Дзегужкалнс,Уденс 12,1,65,3/4,Нов.,1800 €,"117,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/dzeguzhkalns/dbcck.html
tr_56432916,центр,Виландес 5,5,165,4/5,Дов. дом,1545 €,"255,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/eopdd.html
tr_56524954,центр,Катринас Д. 17,3,192,6/6,Нов.,1197 €,"230,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/behdlg.html
tr_57109886,центр,Чака 133,1,34,3/6,Дов. дом,1220 €,"41,503  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjflo.html
tr_57278769,центр,Томсона 30,2,109,3/10,Нов.,2513 €,"274,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bljil.html
tr_56173090,центр,Марияс 14,1,17,4/5,Рекон.,2945 €,"50,075  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/afehe.html
tr_56980694,Вецмилгравис,Домбровска 17,2,50,3/9,467-я,1040 €,"52,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/fhbdf.html
tr_57289427,центр,Садовникова 39,2,43,5/7,Рекон.,2322 €,"99,875  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dfdgb.html
tr_56848504,Саркандаугава,Симаня 8,2,38,2/2,Дов. дом,657 €,"25,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/bcibhj.html
tr_56838804,центр,Бривибас 158,3,70,6/6,Дов. дом,992 €,"69,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bexiod.html
tr_57215761,центр,Дунтес 28,3,106,3/16,Нов.,2040 €,"216,300  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/agdfx.html
tr_57288687,Агенскалнс,Элвирас 9A,2,37,2/5,Лит. пр.,1243 €,"46,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/aenkl.html
tr_57289102,Вецрига,Муцениеку 3,2,52,4/5,Рекон.,3346 €,"174,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/dbexi.html
tr_57098814,центр,Чака 133,2,46,5/6,Дов. дом,1708 €,"78,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bhobx.html
tr_57106403,центр,Чака 133,1,34,3/6,Дов. дом,1220 €,"41,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcnhod.html
tr_57287666,Вецрига,Алдару 11,1,42,2/3,Рекон.,2976 €,"125,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/adklg.html
tr_57289044,Ильгюциемс,Саулгожу 23,3,60,2/2,Дов. дом,750 €,"45,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/ajnll.html
tr_57167049,Агенскалнс,Лиепаяс 2,5,157,2/5,Нов.,2363 €,"371,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/clbbk.html
tr_57288876,Межапарк,Гауяс 37a,1,23,3/3,Дов. дом,1000 €,"23,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/ibpnm.html
tr_57245512,центр,Стабу 92,2,58,5/6,Рекон.,2413 €,"140,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cihic.html
tr_56374251,центр,Меркеля 8,3,40,3/3,Дов. дом,1475 €,"59,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aajkx.html
tr_57219435,центр,Лачплеша 114,2,53,3/5,Дов. дом,1490 €,"79,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dcbdd.html
tr_55436905,центр,Калпака бульв. 5,6,280,4/4,Рекон.,2357 €,"660,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/becfjn.html
